"genes","logFC","logCPM","PValue","FDR"
"HNRNPUL2",-0.422315842,6.322503138,0.018773595,0.173032335
"INTS2",0.435364298,5.45604123,0.018790212,0.173066385
"TRIM63",1.277272525,1.150382172,0.018834796,0.173305204
"EXOC2",0.420563876,4.499429304,0.018842023,0.173305204
"MPHOSPH6",0.495500849,5.417710982,0.01888004,0.173535691
"THBS2",1.291638559,0.454995007,0.018947667,0.173887813
"LOC101749477",0.960623308,1.877313328,0.018971962,0.173887813
"EI24",-0.513609623,6.989296929,0.018974543,0.173887813
"TMA7",-0.710739509,5.182252197,0.018976427,0.173887813
"PMPCA",-0.44524677,5.780586234,0.018986555,0.173887813
"EFHC1",1.072214892,-0.225124114,0.018996257,0.173887813
"MMADHC",0.489987631,6.18796985,0.019042859,0.174195334
"SLC25A36",0.645013818,2.851367901,0.019081862,0.174432965
"LOC107049011",0.469075267,8.334576423,0.01910088,0.174487713
"SMYD3",0.657117003,1.653051729,0.019191126,0.175192613
"CRTAM",0.798523211,1.728428424,0.019207292,0.175220745
"LOC100857892",-0.659621698,4.03338057,0.019241431,0.175412691
"TC2N",0.956231913,0.420445657,0.01932231,0.176030186
"LOC107052653",0.907543115,3.917358885,0.019346699,0.17608722
"OLFM2",-0.636701161,2.858700328,0.019359893,0.17608722
"CPNE8",0.428545778,4.322732452,0.019392983,0.17608722
"ANKS6",0.627089561,1.626048288,0.019396695,0.17608722
"ERLEC1",-0.4611153,6.907804095,0.019400925,0.17608722
"CARS",-0.420386566,5.178610497,0.019407462,0.17608722
"KLHL7",0.434329417,4.228712903,0.019442654,0.176287085
"LOC107053348",0.988993265,1.412177717,0.019500015,0.176432517
"LOC112532134",-1.446459123,3.620453726,0.019501649,0.176432517
"ATP5G3",-0.515166152,7.345300364,0.019502898,0.176432517
"TMEM68",0.737637737,2.052367029,0.019511392,0.176432517
"FAM160B2",-0.71787584,2.713002376,0.019556721,0.176702192
"LOC107052876",-1.202097738,-1.449504007,0.019567604,0.176702192
"PXMP4",-0.411441258,6.140653797,0.019591352,0.176710388
"ANKRD6",1.069586201,2.834284355,0.019594902,0.176710388
"NOM1",-0.617040154,2.969222157,0.019626558,0.176876761
"RELN",0.588403617,4.320944726,0.019679157,0.177231522
"MFSD4B",0.486198352,4.011786625,0.019730838,0.177577542
"EXOSC1",-0.661294865,2.027940749,0.019760243,0.177722746
"METTL18",-0.699076001,1.172486849,0.019779203,0.177773885
"MOSPD2",0.410239161,4.188321836,0.01981454,0.177972041
"CHTF8",-1.111620973,-0.341362614,0.019896773,0.178590876
"LOC112531491",1.119997937,0.037311789,0.01998396,0.179253308
"HCCS",-0.363277368,4.975657323,0.02004044,0.179639604
"DDX21",-0.511022152,4.381267964,0.020098865,0.180042805
"ITGB1BP3",-0.451046825,7.315061567,0.020141868,0.180149034
"BRD1",0.405792772,4.457640447,0.020145258,0.180149034
"TSPAN9",0.854267202,3.408499566,0.020151079,0.180149034
"SERPINB6L",0.440573637,4.400605239,0.020234548,0.180774562
"CALR",-0.739562326,10.31251819,0.020275767,0.181022046
"ALG2",-0.412228895,4.326840078,0.02034745,0.181541006
"VGLL4",0.494895296,3.609810116,0.02037692,0.181547595
"ATP8B2",0.458981911,3.61282191,0.020388921,0.181547595
"CD28",0.98676366,0.649710861,0.020396891,0.181547595
"LOC415661",-0.704594724,6.54078336,0.020402414,0.181547595
"RAPH1",0.430675613,5.411683046,0.020439568,0.181717705
"LOC112531536",-0.547530051,3.124683671,0.020448669,0.181717705
"AGAP1",0.550122366,6.019672103,0.020483715,0.181841276
"DRG2",-0.392728558,4.625432495,0.020489732,0.181841276
"C3H1orf95",-0.862535513,0.715078752,0.020563995,0.182379487
"C15H12orf43",0.61122993,7.62952596,0.020622618,0.182778359
"CD200",0.705849229,2.816796879,0.020638867,0.182801394
"TKT",-0.451627413,5.595248592,0.020675183,0.183002013
"SNX12",-0.465022735,6.478370106,0.020720871,0.183285273
"C26H6ORF125",-0.658314143,3.700380876,0.02078127,0.183698193
"LRRC59",-0.447766527,5.643621956,0.020817717,0.183898992
"ABHD17A",-0.632038135,3.502529198,0.020834128,0.183922636
"SCLY",-0.567602184,3.648681724,0.020866481,0.184086903
"NKIRAS1",-0.740809381,1.564860549,0.020926058,0.184375787
"GLYATL3",-1.100916266,0.344123905,0.020926762,0.184375787
"HTRA1",0.478835943,4.776199,0.020943227,0.184399537
"CDADC1",0.543920837,2.587134323,0.020968313,0.184499114
"DENND1B",0.454638685,5.008845011,0.021011428,0.184757091
"IFNAR2",0.523667095,4.254616582,0.021052899,0.185000274
"RPE",-0.483390803,5.517779334,0.021101371,0.185304632
"VNN1",0.569550099,7.575994746,0.021126029,0.18539959
"PPP2R3C",-0.452576444,3.38022545,0.021146104,0.185454243
"CARD10",0.828275854,3.138896953,0.021173294,0.185508269
"MED13L",0.589600362,5.091638332,0.021179969,0.185508269
"SUSD6",0.417932098,5.761708278,0.021218083,0.185688675
"KMT5B",0.446656747,4.444260364,0.021228298,0.185688675
"TCIRG1",-0.512351299,6.522096312,0.021286198,0.185892939
"LOC107054414",-1.251851345,-0.963227567,0.021293206,0.185892939
"DUS1L",-0.65335564,4.270443539,0.021293292,0.185892939
"FAM234A",0.599530152,6.965893066,0.021332309,0.186028648
"LOC100858068",-0.793401068,4.072633961,0.021346156,0.186028648
"LOC107054120",0.55011846,3.213544543,0.02135051,0.186028648
"AOC3",-0.480246355,3.420996543,0.02136535,0.186036912
"FANCE",-0.868345004,0.403059576,0.021401961,0.186126493
"ZFYVE1",0.53026613,4.479044516,0.021403435,0.186126493
"HSD3B7",0.622221215,5.340527153,0.02144483,0.186365454
"HNF4beta",0.667712566,5.714609137,0.021523256,0.186925706
"CCT8",-0.520436138,6.541879659,0.021566042,0.187175916
"ECSIT",-0.674187589,3.365583714,0.02162577,0.187254162
"SEC61A1",-0.577516955,8.488986882,0.021631202,0.187254162
"LOC112531964",1.469153042,-0.993433942,0.021647514,0.187254162
"LOC112529978",1.14741951,-0.93486136,0.021668576,0.187254162
"TM2D1",0.592105131,3.561465578,0.021669642,0.187254162
"YIPF1",-0.483833229,5.305533741,0.02167035,0.187254162
"FGF1",0.619064722,2.218785544,0.021672935,0.187254162
"NEMF",-0.382827059,4.377507494,0.021698331,0.187352706
"PTGS2",0.756361565,4.025437365,0.021760728,0.187649983
"RPS11",-0.655237865,8.446016976,0.021760784,0.187649983
"UBXN7",0.677925993,4.300062114,0.02177962,0.187691549
"LOC107051197",-0.644851588,4.447030961,0.021820031,0.18771414
"LOC101748894",-1.217059985,-0.539285191,0.021823329,0.18771414
"CWF19L1",-0.578393649,2.716587916,0.021824292,0.18771414
"SET",-0.431223209,6.522285344,0.02185541,0.187861136
"INSR",0.378844315,5.489519562,0.021904983,0.187897182
"SNRPE",-0.538319397,3.7956242,0.021909733,0.187897182
"ANAPC2",-0.481088005,3.985909944,0.02191239,0.187897182
"NSUN2",-0.437081848,3.796294932,0.021915726,0.187897182
"P4HA1",0.662693351,4.899499988,0.021954946,0.188006568
"RAB6A",-0.473842617,5.687006997,0.021956562,0.188006568
"IGFBP2",1.204937268,2.521806904,0.021970888,0.188009028
"ATP8A1",0.471135949,5.203070863,0.022022732,0.188195989
"EHBP1",0.485561973,5.447286659,0.022057378,0.188195989
"IFIT5",1.10621468,4.323303779,0.022059582,0.188195989
"KRTCAP3",-0.701744146,3.819320887,0.022065055,0.188195989
"MRPL10",-0.683723792,4.801155293,0.022073997,0.188195989
"DENR",-0.507042481,4.084508055,0.022077053,0.188195989
"ARID5A",-0.825039506,2.239483949,0.022097842,0.188253372
"PLAT",0.659917923,2.270957597,0.022158123,0.188479688
"FLT3",0.828951464,0.67206155,0.022161008,0.188479688
"RPRD1A",0.501031324,4.009582119,0.022175552,0.188479688
"ECHS1",-0.585931926,7.511919218,0.02219415,0.188479688
"BAP1",-0.46563067,5.198108025,0.022205377,0.188479688
"BDH1A",-0.568553639,2.908200632,0.022208852,0.188479688
"ARHGAP28",0.762944745,2.802184899,0.022239982,0.188624347
"LYZ",1.618481033,5.140925406,0.022279272,0.188779846
"ZNF629L",0.58841101,2.909503483,0.02228651,0.188779846
"SEC23B",-0.432235554,5.742070218,0.022327247,0.188906136
"LOC101749223",0.525356118,5.60092196,0.022334818,0.188906136
"SLC16A10",0.703690718,3.782856273,0.02236064,0.188906136
"MRPL22",-0.427592699,4.604328788,0.022363607,0.188906136
"TTC36",-0.581130104,6.402606682,0.022380618,0.188906136
"UBTD1",-0.77860926,2.270028604,0.02240501,0.188906136
"TMOD2",1.139920886,-0.413750105,0.022410801,0.188906136
"NUP205",0.495291605,4.954222027,0.022414266,0.188906136
"TNS3",0.469493189,4.719627543,0.022507547,0.189566691
"TK2",0.40579568,4.771434929,0.022520953,0.189566691
"AREL1",0.391502375,5.005499915,0.022542823,0.189631583
"MRPL21",-0.56018682,4.126604317,0.022603248,0.189859673
"SDR42E1",0.499378054,3.995210356,0.022604669,0.189859673
"CHCHD1",-0.485795674,3.774372029,0.022618527,0.189859673
"FUBP3",0.435761275,5.490606977,0.022626646,0.189859673
"LOC112533468",0.707796579,2.171839848,0.022700795,0.190362587
"AKR1A1",-0.455337031,6.259503827,0.022798046,0.191045588
"MALSU1",-0.415614763,4.564578981,0.022810775,0.191045588
"HGD",-0.511754845,8.630848209,0.022848471,0.191241702
"SNX9",0.449812357,5.820423243,0.022932483,0.191824993
"GAB3",0.629651359,2.027112389,0.022948472,0.191838914
"ESRRG",0.842190579,2.214315534,0.022990669,0.192071767
"OGDH",-0.426954884,6.219314729,0.023065132,0.192421375
"UQCRB",-0.46330634,6.460779549,0.023067892,0.192421375
"SLAINL",-0.698756962,2.048659328,0.023075622,0.192421375
"UFD1L",-0.41837396,5.791292073,0.023096125,0.192472501
"LOC101748650",-1.432740143,8.087965143,0.023132682,0.192657258
"MTR",0.483614005,7.074423734,0.023165709,0.192730275
"VTN",-0.529482706,11.58338582,0.023170232,0.192730275
"HHEX",-0.713964657,6.319574991,0.023205275,0.192901948
"PRELID3A",-0.801862588,1.118031088,0.023252781,0.193160888
"LOC112530123",-1.194205587,-1.385616651,0.023265271,0.193160888
"CTSD",0.91460923,7.077341236,0.023315051,0.193454256
"ATP5I",-0.673824196,6.467166492,0.023334834,0.193498516
"DCLK2",-0.729001069,2.154387154,0.023354409,0.193540996
"DNAJC2",-0.400906658,4.82138235,0.023423755,0.193930938
"COL25A1",1.578685493,-0.234826721,0.02343902,0.193930938
"CAPZB",-0.423578681,5.998190396,0.023455696,0.193930938
"EXOSC2",-0.363090617,4.497552429,0.023464292,0.193930938
"SMPD2",-0.573848622,3.144025502,0.023473869,0.193930938
"NFYA",0.45946545,4.485998262,0.023501497,0.194007408
"TRIM65",0.649995175,3.280589146,0.023512099,0.194007408
"SSFA2",0.581505816,6.721827222,0.023565894,0.194289031
"LOC422090",-0.606402148,3.672399143,0.023586722,0.194289031
"C22H8ORF4",-0.493454162,6.189058219,0.023595176,0.194289031
"GORASP1",0.428530606,6.918352032,0.02360426,0.194289031
"JPT1",-0.402003094,4.697921821,0.023661399,0.194615092
"SUCNR1",1.073199394,2.347535364,0.023672938,0.194615092
"CNR1",1.263297341,-0.507658114,0.023723958,0.194914878
"SNX24",-0.491280657,3.799106305,0.023765803,0.195138952
"PTP4A3",-0.505450282,8.055476774,0.023783916,0.195168013
"GCDH",-0.52118787,6.995164823,0.023849324,0.195491983
"UBAP1",0.906863398,4.676159761,0.023852591,0.195491983
"GPATCH4",-0.682358019,3.353809704,0.023908155,0.195819373
"CASC3",-0.452256233,4.272867075,0.023921781,0.195819373
"SSR2",-0.489220244,6.669540389,0.024004307,0.196374879
"MYO3AL",0.769456883,0.120001426,0.024038128,0.196457712
"LOC101751160",1.018222772,-0.516144526,0.024043772,0.196457712
"LOC112532225",-1.499831081,-0.747135505,0.024140863,0.197130756
"ITPR2",0.403359655,5.956136164,0.024176557,0.19730192
"OXR1",0.476659017,4.260760579,0.024226411,0.197588367
"DNAJC1",-0.438270617,5.341626358,0.024256517,0.197614284
"ADGRL4",0.690925092,3.335835561,0.024259101,0.197614284
"LSS",-0.665151939,7.322318635,0.024288671,0.197734887
"FUT10",-1.198466849,0.261127903,0.02433654,0.197992083
"LRRFIP1",0.464793044,5.554207629,0.024349833,0.197992083
"NUDT1",-0.546215336,5.638906909,0.024370578,0.198040521
"ISCU",-0.441329749,7.214677023,0.024413054,0.198265387
"SHOC2",0.549153082,5.297022981,0.024459003,0.198518163
"GAPDH",-0.569670898,10.37606168,0.024499007,0.198694078
"APOA1BP",-0.586883796,4.891127938,0.024516321,0.198694078
"LOC107051706",-1.307783426,0.851707363,0.024526201,0.198694078
"HGFAC",0.493746447,7.798121276,0.024540024,0.198694078
"C2CD4A",-0.596901317,2.550092447,0.024585751,0.198944033
"SURF6",-0.497433789,3.475978517,0.024703842,0.199763887
"ASB8",-0.498489483,3.364623394,0.024725972,0.199763887
"CMIP",-0.379564162,6.08510319,0.024731819,0.199763887
"EXOSC7",-0.558063786,2.980958996,0.024764817,0.199909843
"ZNF507",0.775178709,1.644993028,0.024825157,0.200276205
"PIGN",0.453682836,3.304089373,0.024910784,0.20084601
"LOC112531893",-0.755285735,2.439328736,0.024946815,0.200909932
"PPID",-0.409629994,5.701935784,0.024948717,0.200909932
"THOC7",-0.48379838,5.745586092,0.024992414,0.201140867
"SLC25A4",-0.460669078,5.865915764,0.025026839,0.20123988
"PLSCR1",0.492299628,3.877240148,0.02503477,0.20123988
"FAM110B",0.739332422,2.252219674,0.025067905,0.201291853
"MRPS5",-0.431950182,4.55442715,0.025071297,0.201291853
"PACSIN2",0.44779171,6.010670179,0.025114277,0.201483522
"VPS26A",-0.370598815,5.034059356,0.02512526,0.201483522
"LOC107052983",1.011536892,0.717020528,0.025205578,0.202006642
"MIF",-0.517002588,6.081469067,0.025275526,0.202446076
"SMAD4",0.896920817,-0.312287864,0.025317275,0.202659259
"BNIP1",-0.496246287,3.469124297,0.025341784,0.202734274
"KDSR",0.425279534,7.683139548,0.0254104,0.20316184
"MPDZ",0.690814398,2.763077477,0.025493359,0.203395806
"RABGGTA",0.717456701,1.640423543,0.025502178,0.203395806
"ACBD4",0.428507477,4.579689902,0.025503837,0.203395806
"DDIT4",-0.663710711,2.589825806,0.02551235,0.203395806
"DIS3L2",-0.491181818,5.194808065,0.025515603,0.203395806
"DNAJB11",-0.610313649,6.715312406,0.025562383,0.203544836
"PDK4",0.644003201,5.566242572,0.025564696,0.203544836
"CALML4",-0.57742116,5.936335977,0.02562687,0.203841883
"GATA6",0.440754732,6.015164838,0.025632825,0.203841883
"RPL15",-0.643297443,7.941803923,0.025653934,0.203841883
"PCF11",0.486952666,6.058683022,0.025662889,0.203841883
"LOC107051961",0.674356957,1.141343778,0.025692924,0.203959474
"FYB",0.627437359,3.853928153,0.025738436,0.204038964
"NSUN5",-0.586775209,2.84476248,0.025743537,0.204038964
"PGLYRP2",-0.468797795,7.077720126,0.025748688,0.204038964
"LOC101747302",1.0050613,-0.581395435,0.025765952,0.204038964
"CYFIP2",0.708570951,4.512621562,0.025779179,0.204038964
"LOC107054328",-1.571858976,-0.773479341,0.025799327,0.204038964
"SCG2",0.713258741,3.486391306,0.025809588,0.204038964
"LOC112533563",0.917505776,0.504791238,0.025824913,0.204039668
"TMEM184C",0.378427699,5.151518142,0.025893949,0.20446448
"ZBTB34",0.49733369,2.95873189,0.025924673,0.204586456
"CNPPD1",0.38146222,6.652375785,0.025973128,0.204848133
"MAP7D2",0.636733684,6.277168157,0.025989772,0.204858755
"ENPP2",0.411616017,5.414329959,0.026027205,0.20491967
"TCF3",0.52008068,5.293981952,0.026028103,0.20491967
"MIEF1",-0.400010909,4.391183377,0.026048462,0.20495946
"BTBD1",-0.370633847,4.857164065,0.026065684,0.20497454
"BRK1",-0.65884526,4.744360166,0.026111819,0.205165357
"SH3BGRL",-0.410887327,7.005762713,0.026133389,0.205165357
"SCRN3",0.417036151,4.456538537,0.026154428,0.205165357
"LOC107054850",0.660467328,3.568372342,0.026165371,0.205165357
"DNAJB12",-0.35853126,5.140773889,0.026166549,0.205165357
"PDPK1",0.397522654,5.45584908,0.026193949,0.205200657
"MRPL33",-0.586841279,4.782497288,0.026201697,0.205200657
"LOC107053986",-0.534550368,8.694641676,0.026233267,0.205228226
"PDLIM5",0.518752899,4.47179585,0.026235866,0.205228226
"HOOK2",-0.629023418,3.368553987,0.026274276,0.20531826
"FBXO30",0.380981662,4.362934608,0.026283837,0.20531826
"LAP3",-0.379336227,5.692574397,0.026304173,0.20531826
"N4BP3",-0.60444456,2.473595603,0.026322341,0.20531826
"DHODH",-0.581328867,3.783408938,0.026324033,0.20531826
"UBE2S",-0.553352136,2.86113497,0.026364869,0.205480134
"TMEM120B",-0.653000254,1.389911373,0.026390145,0.205480134
"CD14",0.874872765,0.183764775,0.026390818,0.205480134
"OIT3",0.588602307,6.255048299,0.026440006,0.2057435
"MICAL2",-0.777002911,2.091383074,0.026499625,0.205831588
"TMEM30A",0.440846605,5.731855227,0.026506135,0.205831588
"WTIP",0.419979144,4.54815211,0.026511222,0.205831588
"DCP2",1.151609838,0.448464935,0.026516712,0.205831588
"GRHL2",1.614088868,-0.156762593,0.026528175,0.205831588
"INTS6",0.474793501,5.20367515,0.026554289,0.205855416
"TP53I3",0.758765591,1.086800828,0.026561989,0.205855416
"PIWIL1",1.03750984,0.288505697,0.026603115,0.206054893
"MTPN",0.437479503,7.331841174,0.026651101,0.206108021
"SULT",-0.618571486,11.75478114,0.026653077,0.206108021
"SNX29",0.63332381,3.068643443,0.026656145,0.206108021
"NUDT15",0.453420704,4.780235022,0.026706224,0.206376082
"ATG2B",0.767170006,4.018888897,0.026731933,0.206455622
"NT5DC1",0.52034078,2.798641002,0.026762154,0.206569892
"CHMP2B",0.399151642,5.056329419,0.026784202,0.206620986
"DDX20",-0.439191675,3.471423264,0.02683142,0.206759592
"ABCG5",0.62568819,4.910773671,0.026833047,0.206759592
"ELP5",-0.781291922,2.194643501,0.026862024,0.206863845
"RAB3IL1",-0.379112738,6.259762249,0.026949183,0.207415784
"TBC1D15",0.374021596,5.221026329,0.026975338,0.207497831
"DAAM2",0.424397522,3.899694476,0.026996597,0.207542149
"ORAOV1",-0.48952011,4.504026869,0.027056544,0.207743737
"ADCY5",0.813079115,2.371361872,0.027068822,0.207743737
"LOC107054526",1.051488837,-0.392592698,0.027069356,0.207743737
"FUNDC2",0.430410913,5.381982917,0.027111636,0.207886839
"KIF20B",0.569765448,2.133669887,0.027119049,0.207886839
"LOC101750892",-1.382171923,0.839104898,0.027138305,0.207915439
"PSAP",0.433645563,9.929684271,0.027162425,0.207974241
"RABEPK",-0.461432655,3.7646813,0.02717704,0.207974241
"P2RX2",-0.98102024,2.585904212,0.027192626,0.207974666
"SNRNP27",-0.513457255,3.814944636,0.027220526,0.208069229
"NIT1",-0.456988994,5.703225677,0.027244619,0.208071586
"CDK3",1.062543694,1.919653885,0.027251909,0.208071586
"LOC100858177",-1.566345578,-0.545850411,0.027318553,0.208445336
"GLTSCR1L",0.467187544,4.238575594,0.02733199,0.208445336
"KARS",-0.377555692,6.785967577,0.027394937,0.208806487
"PTGES3L",-0.5286268,4.47059202,0.027421327,0.208888745
"IFNGR1",0.80935418,4.019451978,0.027452109,0.208952158
"EIF3J",-0.412118109,5.986553481,0.027481535,0.208952158
"AP1AR",0.44713853,4.908314001,0.027482254,0.208952158
"SDR16C5",0.44510162,7.555368767,0.027492063,0.208952158
"LOC112532882",-0.639722187,3.216810335,0.027542268,0.209215006
"LOC425214",-0.832786403,2.815004242,0.027580111,0.209383698
"ALKBH5",-0.377722438,5.599077234,0.027637902,0.209703558
"BCL2L10",0.878666795,0.642603087,0.027749711,0.210111557
"TIMP3",0.699006849,3.72803525,0.02775213,0.210111557
"SULT4A1",-0.592682291,3.530024427,0.027753642,0.210111557
"TTC17",0.538493591,5.528290392,0.02776815,0.210111557
"GLO1",0.343322964,6.036316694,0.027770121,0.210111557
"NUP85",-0.370891508,6.127765418,0.027887922,0.210883713
"FICD",-0.589846322,3.178786667,0.027907472,0.210912453
"LOC112533562",0.923481942,0.322349933,0.027934799,0.210999904
"HM13",-0.51651088,6.787505531,0.02798378,0.21125072
"IDUA",0.447501508,4.268734502,0.028031918,0.211494899
"EPCAM",0.593410952,6.257583004,0.02807401,0.211569343
"LARGE2",0.503486736,6.562032965,0.028074498,0.211569343
"LOC107054867",0.814642565,1.475153981,0.028089442,0.211569343
"C1H12orf50",0.623272744,4.069292516,0.028104978,0.211569343
"EIF3H",0.441424425,7.040152003,0.028142917,0.211735922
"ZNF639",-0.45290782,3.779361211,0.028224083,0.212044504
"HPS1",-0.765399377,3.822061381,0.028237519,0.212044504
"POLRMT",-0.385868683,4.401647247,0.028259795,0.212044504
"MEI1",0.906699471,1.356273717,0.028269202,0.212044504
"LOC112532097",0.8180309,1.054074987,0.028274893,0.212044504
"RICTOR",0.45503222,3.710725645,0.028284323,0.212044504
"LOC101749388",0.787403547,2.535153047,0.028294768,0.212044504
"GTF2E2",-0.452185608,3.600531164,0.028316427,0.212088135
"LOC112531796",0.796463129,1.925505195,0.028351652,0.21216782
"ZNF438",0.569185433,2.729366185,0.028367441,0.21216782
"TARS2",-0.45551313,4.476145601,0.028375392,0.21216782
"MR1",-0.896465325,3.775961735,0.028396024,0.21216782
"SLITRK2",0.421316423,3.49705962,0.028465259,0.21216782
"APOA2",-0.788016652,10.58907677,0.028480346,0.21216782
"DHRS4",-0.475568003,7.190816665,0.028505649,0.21216782
"RPL7L1",-0.415526126,5.903698955,0.028518955,0.21216782
"IL6",0.593347975,1.589434268,0.028520518,0.21216782
"LOC101748210",-1.487014518,-0.264350429,0.028539015,0.21216782
"IARS",-0.495124363,5.178903743,0.02854268,0.21216782
"LOC101749540",0.733946724,1.402888016,0.028542868,0.21216782
"PNPLA2",0.449439912,6.244081937,0.028549287,0.21216782
"LOC112533543",-0.899263698,0.945175293,0.02855199,0.21216782
"SLC35B1",-0.603496515,7.34361883,0.028571863,0.21216782
"CYSLTR2",0.921670106,3.117556673,0.028580552,0.21216782
"KPNB1",-0.473547518,5.656274699,0.02861423,0.212284411
"VCAM1",0.479176315,4.531398037,0.02862796,0.212284411
"TMEM130",1.016223765,0.966746082,0.028715924,0.212783382
"RHOB",0.779010981,5.400215375,0.028737489,0.212783382
"C3H1ORF131",-0.6954948,4.145198599,0.028742917,0.212783382
"GCNT1",0.758572653,1.204084088,0.02876301,0.212814491
"NR2C2",0.446080095,4.946441583,0.028839897,0.213109399
"LOC107053392",1.315443424,1.398736381,0.028848814,0.213109399
"COQ8A",0.400632062,6.274639025,0.028850608,0.213109399
"USP34",0.462775829,5.328117682,0.028935434,0.213206134
"CCDC97",-0.577157952,2.777914785,0.028936434,0.213206134
"ADGRA2",0.605371253,3.057602298,0.028936801,0.213206134
"NUP62",-0.480158054,3.481055189,0.028939381,0.213206134
"VPS13B",0.583816678,3.862206459,0.028943306,0.213206134
"PRR15L",-0.58279432,3.813537314,0.028997526,0.213329798
"TMC6",-0.583679265,2.424521025,0.029014908,0.213329798
"XPA",-0.460932013,6.025414739,0.029020577,0.213329798
"MRPL30",-0.638214439,3.585142079,0.029023812,0.213329798
"JAKMIP2",0.838743557,1.72779192,0.029095763,0.213518617
"WDFY4",0.844906579,2.769001083,0.029106931,0.213518617
"AFF1",0.410985665,5.19322071,0.029115094,0.213518617
"EIF2B3",-0.556791503,2.829703379,0.029126439,0.213518617
"HMGN5",-0.380686562,5.181353305,0.029147099,0.213518617
"TIMD4",0.586371197,6.656112864,0.029159925,0.213518617
"CSAD",-0.45296165,5.092134732,0.029161107,0.213518617
"EVPL",-0.658534664,3.090548086,0.029267823,0.214182885
"PLCD4",-1.176373967,-0.530989032,0.029367606,0.214789851
"NPRL2",-0.556900036,3.869203243,0.029397676,0.214789851
"ABLIM2",0.90012126,-0.402903721,0.029404935,0.214789851
"SPOUT1",-0.570167043,3.004013846,0.029414918,0.214789851
"TSPAN7",0.727087154,2.286778427,0.029432814,0.214803403
"CDC25A",-0.63620735,1.863606068,0.029490053,0.215103917
"SLC6A8",-0.459563738,4.765995465,0.029578325,0.215516958
"GADD45GIP1",-0.563844365,4.236852723,0.029578866,0.215516958
"EHD2",-0.768234142,1.648659441,0.029598843,0.215545245
"HBM",-1.079391865,4.942673302,0.02965413,0.215830492
"COX18",-0.584774298,1.833959174,0.029698021,0.216032532
"ERH",-0.354560452,5.627499763,0.029740497,0.216224072
"U2AF1",-0.392258524,5.649514615,0.029771973,0.216335467
"CGNL1",0.451744172,5.7739865,0.0297917,0.216361415
"RPS19",-0.678255823,8.021415856,0.029820649,0.216454274
"LOC107051457",0.882137827,0.554400314,0.029886825,0.216817096
"TRAPPC4",-0.432581542,4.544285599,0.029930916,0.217019397
"LOC112530215",0.812832527,2.578740781,0.030011939,0.217390104
"POLE4",-0.637158846,3.185877093,0.030024225,0.217390104
"RAB8A",-0.363374059,5.503987095,0.030030742,0.217390104
"LOC422757",0.534017712,2.742077124,0.03007078,0.217443246
"PPM1K",0.742182739,3.861126208,0.030080654,0.217443246
"MED19",-0.492350263,3.306353599,0.030086793,0.217443246
"GFRA2",-0.614524994,5.27620584,0.030186118,0.218043417
"FGD4",0.793821253,2.725716723,0.030217238,0.218150541
"BBX",0.641230362,4.203994933,0.030235786,0.218166832
"RRP15",-0.552343607,2.501538765,0.030319642,0.218654092
"LOC112530930",-0.835475207,2.161841571,0.030339498,0.218679524
"NME2",-0.642889268,7.865557597,0.030392681,0.2188445
"CRCBL",0.608740377,2.585086275,0.030395069,0.2188445
"LOC112531887",-1.040467078,1.413313586,0.030428933,0.218934599
"TTC14",0.952384432,2.878404789,0.030443702,0.218934599
"PLEKHM2",-0.395930856,5.550347098,0.030456628,0.218934599
"POMK",0.662648626,2.450192709,0.030536784,0.219301967
"LSM6",-0.516016161,2.970884613,0.030540484,0.219301967
"PSMA7",-0.449901647,6.173640407,0.03059715,0.219576966
"ZFHX3",0.532991923,5.473294757,0.030611574,0.219576966
"MCCC2",-0.386445305,5.507695301,0.030695964,0.219955728
"TUBA1A",-0.68923123,6.88902505,0.030697226,0.219955728
"DHRS11",-0.432272576,4.099331994,0.030719384,0.219996784
"RABGAP1L",0.371117498,5.60618912,0.030751396,0.220099727
"MARS2",-0.600139454,2.874903964,0.030766629,0.220099727
"RBX1",-0.50692661,4.277144912,0.03085427,0.220505967
"NUFIP1",-0.507314227,2.944221681,0.030856346,0.220505967
"LOC107049114",-1.336928721,0.1988686,0.030955994,0.221100092
"A1CF",0.376360003,8.177640958,0.031001579,0.221307646
"FUCA2",0.500289553,3.993302896,0.031045964,0.221506418
"ARF6",-0.528586765,4.400334103,0.031096363,0.221747864
"LOC112533558",-0.942339509,0.03024424,0.031139972,0.22181804
"LOC112530437",-1.35289568,0.858460588,0.03115342,0.22181804
"ATP5E",-0.697132615,6.712176177,0.031176359,0.22181804
"TMEM186",-0.722436188,2.351176015,0.031188733,0.22181804
"OXNAD1",-0.463260532,4.549094458,0.031189021,0.22181804
"LAMTOR5",-0.52517974,4.690206792,0.03125581,0.222175056
"ERP29",-0.424261011,9.056764875,0.031279261,0.2222238
"RCN1L",-0.635257774,4.759269353,0.031302424,0.222261929
"CORO7",-0.535303608,4.441230501,0.031317821,0.222261929
"NEDD8",-0.716889568,3.970377549,0.031362067,0.22245805
"SPAG6",0.951317914,0.871798672,0.031439298,0.222887816
"CLDN12",0.382575686,5.336081501,0.031518425,0.223197151
"LOC101749448",1.541114874,0.469935355,0.031528818,0.223197151
"LOC424727",-0.580853285,2.740136462,0.031532931,0.223197151
"BRIX1",-0.42110859,3.587211659,0.031558695,0.223261509
"SLC44A1",0.819630615,3.528018864,0.031631844,0.22351576
